timestamp,platform,content,sentiment
2022-09-21 14:49:44.194,Twitter,Management live difference baby stage improve financial score culture side.,neutral
2022-09-21 23:35:30.710,Facebook,Expert Democrat coach outside perform five trial away present green once.,negative
2022-09-22 08:21:17.225,Facebook,Where recently summer avoid office and reflect stock less including past I.,neutral
2022-09-22 17:07:03.741,Instagram,Dog approach second though news claim travel certain instead work recent security.,neutral
2022-09-23 01:52:50.256,Instagram,Reduce society smile beautiful whom admit natural case.,positive
2022-09-23 10:38:36.772,Twitter,Finally political official executive run protect most sea Congress pretty window reach.,negative
2022-09-23 19:24:23.287,Instagram,Grow pay both support politics option ok wide power cold land down case financial.,neutral
2022-09-24 04:10:09.803,Instagram,Offer human floor I decision break ability gun son mouth wife leader conference food PM I.,negative
2022-09-24 12:55:56.318,Facebook,Work agreement prove probably spring feel hit whole.,negative
2022-09-24 21:41:42.834,Instagram,Whether science director ahead fly series oil wide mind top threat future first get specific.,neutral
2022-09-25 06:27:29.349,Twitter,Week safe institution ask stuff bit nearly general specific crime couple wait instead.,neutral
2022-09-25 15:13:15.865,Twitter,Rise impact must some everybody family word activity information bit institution laugh structure hair.,neutral
2022-09-25 23:59:02.380,Twitter,Program arm story official lawyer attention position.,neutral
2022-09-26 08:44:48.896,Facebook,Behind spend range meeting once American which.,negative
2022-09-26 17:30:35.411,Twitter,Strong least whom morning line also read read interview population begin manage unit decide doctor.,negative
2022-09-27 02:16:21.927,Twitter,Attention seven end address husband else program hotel or.,negative
2022-09-27 11:02:08.442,Twitter,Child Democrat interview eye cause ok style.,neutral
2022-09-27 19:47:54.958,Facebook,Feeling degree lot debate side name necessary the although.,positive
2022-09-28 04:33:41.473,Facebook,Color them term which wait remain benefit serve shoulder executive keep deal deep other might job.,negative
2022-09-28 13:19:27.989,Twitter,Major son less happy middle special it full difference billion.,negative
2022-09-28 22:05:14.504,Twitter,Method president the star address should party law technology without clear full especially national run fund.,negative
2022-09-29 06:51:01.020,Instagram,Few child whatever herself big personal officer notice.,negative
2022-09-29 15:36:47.535,Instagram,Lay important attention eight truth game respond hope foot.,positive
2022-09-30 00:22:34.051,Instagram,Defense house chair simply article protect travel.,neutral
2022-09-30 09:08:20.566,Instagram,College television surface realize hear budget there itself manager his magazine process check level less.,neutral
2022-09-30 17:54:07.082,Facebook,Call wrong when education too away success.,neutral
2022-10-01 02:39:53.597,Instagram,Design lose beyond think off painting yet.,negative
2022-10-01 11:25:40.113,Twitter,Million apply truth magazine mention group begin.,negative
2022-10-01 20:11:26.628,Twitter,Amount leave manage down floor approach relationship notice subject minute foreign of.,neutral
2022-10-02 04:57:13.144,Facebook,Only threat almost for book important maintain pattern owner lay actually go anyone whether economy edge.,positive
2022-10-02 13:42:59.659,Facebook,Evidence attorney at summer whether any enter ahead key wear challenge door chair night we street.,positive
2022-10-02 22:28:46.175,Facebook,Picture space small understand machine tend travel allow analysis who bed character spend middle possible.,positive
2022-10-03 07:14:32.690,Twitter,Away recent main especially interview song computer.,neutral
2022-10-03 16:00:19.206,Facebook,Moment better direction sport young law our cut thousand.,neutral
2022-10-04 00:46:05.721,Instagram,Himself feel student than quite southern economy why thing letter design fish responsibility effort likely world.,negative
2022-10-04 09:31:52.237,Facebook,Development sign doctor participant remember day yet measure suffer face century travel.,positive
2022-10-04 18:17:38.752,Instagram,Wonder toward yeah drug ready matter society brother mouth yourself financial.,neutral
2022-10-05 03:03:25.268,Facebook,Fast police throughout seat against piece fine serve serve reflect cold our player.,neutral
2022-10-05 11:49:11.783,Facebook,Speak dream college along parent example service among author long surface article.,negative
2022-10-05 20:34:58.299,Twitter,Health enough eight college drive wrong administration car protect understand ready.,negative
2022-10-06 05:20:44.814,Instagram,Child out discover site plan spend loss former spend day pay whom task everyone.,negative
2022-10-06 14:06:31.330,Twitter,Game site represent than drop employee sense upon mouth.,neutral
2022-10-06 22:52:17.845,Facebook,Among our book join table together get factor because choice system deep half paper perhaps.,neutral
2022-10-07 07:38:04.361,Twitter,Mention go minute director since feeling wide television job throw culture.,neutral
2022-10-07 16:23:50.876,Facebook,Third the commercial customer how face authority choose enough choose sure officer.,negative
2022-10-08 01:09:37.392,Facebook,Itself exactly plan establish mouth move future campaign ask enjoy capital loss everyone.,positive
2022-10-08 09:55:23.907,Facebook,Until cultural medical eye current traditional foreign build pretty loss feeling sense.,negative
2022-10-08 18:41:10.423,Twitter,Decide about artist tough account probably trial imagine child detail.,negative
2022-10-09 03:26:56.938,Facebook,Country option actually Republican wind run including statement film.,neutral
2022-10-09 12:12:43.454,Twitter,Rock mean up toward those loss million the remember.,negative
2022-10-09 20:58:29.969,Instagram,What return drug report herself film picture hundred character hair.,positive
2022-10-10 05:44:16.485,Facebook,Paper kid car gun some technology government direction much maybe western technology.,neutral
2022-10-10 14:30:03.001,Facebook,Memory magazine career determine politics land its watch team establish become stuff movie box director seek.,positive
2022-10-10 23:15:49.516,Twitter,Heart mouth blood treatment can move relate another involve.,neutral
2022-10-11 08:01:36.032,Instagram,Hospital back power season question nor large or test author computer fish hand among Mrs.,neutral
2022-10-11 16:47:22.547,Twitter,Beautiful five challenge forget actually watch technology some high.,positive
2022-10-12 01:33:09.063,Twitter,Thing loss education sell again well out thing dream himself.,positive
2022-10-12 10:18:55.578,Twitter,Picture whole late truth billion allow may safe five worry thus quality decade resource also.,negative
2022-10-12 19:04:42.094,Twitter,Officer describe away structure after admit fine miss him determine door.,negative
2022-10-13 03:50:28.609,Instagram,Station term even you individual tend fund Democrat property cost song.,negative
2022-10-13 12:36:15.125,Instagram,Might word forget American when history thousand week outside everything growth include officer administration.,neutral
2022-10-13 21:22:01.640,Facebook,Institution option ask as ball drive check yes city morning friend structure thank now instead.,neutral
2022-10-14 06:07:48.156,Facebook,My seem perhaps control risk energy teacher their feeling activity second bit that population program particularly.,negative
2022-10-14 14:53:34.671,Twitter,There large player hit recently word avoid.,negative
2022-10-14 23:39:21.187,Facebook,Man kitchen society than share politics away.,neutral
2022-10-15 08:25:07.702,Facebook,Recently add finally begin Congress citizen between something appear page article director challenge.,negative
2022-10-15 17:10:54.218,Facebook,Investment but school baby Republican so parent.,neutral
2022-10-16 01:56:40.733,Instagram,Green military unit reach writer whatever event international prepare.,positive
2022-10-16 10:42:27.249,Facebook,Share our speech upon late product him through husband.,positive
2022-10-16 19:28:13.764,Instagram,Likely cost easy left significant wife particular among onto consider character father light hair area.,negative
2022-10-17 04:14:00.280,Instagram,Bar weight Democrat once wide garden clear spend research region.,positive
2022-10-17 12:59:46.795,Instagram,Indeed move apply like expect own room stay rock different rather citizen.,negative
2022-10-17 21:45:33.311,Twitter,Charge research wind set until past model itself try time certain well here better.,negative
2022-10-18 06:31:19.826,Facebook,Detail opportunity similar goal full later involve prove authority lot fire force suffer.,negative
2022-10-18 15:17:06.342,Twitter,As investment bad help everyone simply suddenly whatever political knowledge economic career voice.,positive
2022-10-19 00:02:52.857,Instagram,They could past remain phone voice live growth talk eye animal very once himself factor.,positive
2022-10-19 08:48:39.373,Twitter,Decade bit body protect hotel pass wall.,negative
2022-10-19 17:34:25.888,Twitter,Sister our increase finally black green girl plan on store when phone.,neutral
2022-10-20 02:20:12.404,Facebook,Trial floor above choice economic collection Mr reason amount cell long issue role.,neutral
2022-10-20 11:05:58.919,Instagram,Piece compare add talk term color economy economy safe type.,negative
2022-10-20 19:51:45.435,Facebook,Democratic ever center produce direction weight serve loss.,positive
2022-10-21 04:37:31.950,Facebook,System despite million drug second than article admit decide image how consider.,neutral
2022-10-21 13:23:18.466,Twitter,Property trial common mention write program person stage information may however memory off marriage and clearly.,neutral
2022-10-21 22:09:04.981,Facebook,Garden paper whether become boy citizen west be recent sport education gun manager paper book.,negative
2022-10-22 06:54:51.497,Facebook,Big follow training receive which job little interest those discover add sometimes speak many mind.,neutral
2022-10-22 15:40:38.012,Twitter,Organization bar property travel his movement right new break.,positive
2022-10-23 00:26:24.528,Facebook,Forward rich lay floor computer point project page goal cup enough nice.,negative
2022-10-23 09:12:11.043,Facebook,Enough building tax these boy theory resource.,positive
2022-10-23 17:57:57.559,Twitter,Try building detail system water body man cell tax smile seat white stop.,negative
2022-10-24 02:43:44.074,Twitter,Energy space claim reflect enter rich finally.,negative
2022-10-24 11:29:30.590,Twitter,Page know day save college artist give where.,negative
2022-10-24 20:15:17.105,Facebook,Throughout heavy popular brother his us well challenge.,neutral
2022-10-25 05:01:03.621,Facebook,Before network door among need need seem sound training this alone.,neutral
2022-10-25 13:46:50.136,Twitter,Firm report response course lead record half road drive.,positive
2022-10-25 22:32:36.652,Instagram,School develop upon cup letter catch from pressure expect national.,neutral
2022-10-26 07:18:23.167,Twitter,Upon event now where region of front life.,positive
2022-10-26 16:04:09.683,Facebook,Arm work business she discover professional fine serious technology mind significant strategy all could.,positive
2022-10-27 00:49:56.198,Instagram,Step from interview table agree to treatment and everything best business course or morning.,neutral
2022-10-27 09:35:42.714,Instagram,The eye control end whole certainly beyond sign.,negative
2022-10-27 18:21:29.229,Twitter,Lawyer goal discussion rest can TV difficult before way.,neutral
2022-10-28 03:07:15.745,Twitter,Box interest heart imagine want most born subject anyone give.,positive
2022-10-28 11:53:02.260,Twitter,Daughter artist hundred you rate hit inside.,positive
2022-10-28 20:38:48.776,Instagram,Sister challenge easy firm develop class worry treatment method tell both also stage body skin million.,negative
2022-10-29 05:24:35.291,Facebook,Under management after couple clear today save music risk popular back choose need into.,positive
2022-10-29 14:10:21.807,Instagram,Role race common evidence close national year animal five ask.,negative
2022-10-29 22:56:08.322,Twitter,Benefit public compare where not then dream conference break too feeling building on.,negative
2022-10-30 07:41:54.838,Instagram,Pull class over staff station suffer question move order.,positive
2022-10-30 16:27:41.353,Twitter,Forward final term imagine prove within difference hair reflect list notice last those behind.,neutral
2022-10-31 01:13:27.869,Facebook,Protect senior present money note picture allow environment experience certainly design down challenge middle.,positive
2022-10-31 09:59:14.384,Twitter,Land should apply explain feel offer create building short management hospital those.,positive
2022-10-31 18:45:00.900,Facebook,Market per hundred parent push learn early ahead factor whole stock commercial green.,neutral
2022-11-01 03:30:47.415,Instagram,Turn hundred official religious avoid level girl relate design Congress pull.,neutral
2022-11-01 12:16:33.931,Instagram,Detail development discover specific table high allow group opportunity case bag laugh son young.,negative
2022-11-01 21:02:20.446,Instagram,Church life argue national already yet assume outside add Congress interview then while new majority today.,neutral
2022-11-02 05:48:06.962,Twitter,Bag place meet they which evening food thus perhaps.,neutral
2022-11-02 14:33:53.477,Instagram,Participant guess impact say six so heavy just usually.,negative
2022-11-02 23:19:39.993,Twitter,Interest adult growth unit Mrs Republican rise should go growth condition anything form hard.,neutral
2022-11-03 08:05:26.508,Instagram,Voice soon matter wife throughout personal economic deep edge mouth contain social.,positive
2022-11-03 16:51:13.024,Facebook,Line left some the act third significant we second gun investment herself recently.,positive
2022-11-04 01:36:59.539,Twitter,Short place free scientist manage production around.,negative
2022-11-04 10:22:46.055,Facebook,Change real product create second result serious break idea.,negative
2022-11-04 19:08:32.570,Facebook,Data rate nice hundred business statement young western of future card green suggest raise ability.,negative
2022-11-05 03:54:19.086,Instagram,Your court onto certain owner chance allow number.,neutral
2022-11-05 12:40:05.601,Instagram,Commercial attention arm impact outside really tough.,negative
2022-11-05 21:25:52.117,Instagram,House throw serve capital scene training lose why idea worry lead seem until so agent.,neutral
2022-11-06 06:11:38.632,Instagram,Truth poor traditional certainly speak few where detail purpose fear town.,negative
2022-11-06 14:57:25.148,Twitter,Article help security agreement themselves nice old ok field whether reality manage local while.,negative
2022-11-06 23:43:11.663,Facebook,Set make bed election husband consumer pressure clear rule shoulder employee above increase.,negative
2022-11-07 08:28:58.179,Instagram,Foot throw receive down use actually day car into here piece rest husband choice stock.,positive
2022-11-07 17:14:44.694,Twitter,According eye sound too grow myself only.,neutral
2022-11-08 02:00:31.210,Facebook,Article argue one author drop tree very face then view responsibility everything.,negative
2022-11-08 10:46:17.725,Instagram,Ready hope assume herself war leave term morning car from our kind worker.,positive
2022-11-08 19:32:04.241,Instagram,Those as add position half above away commercial.,positive
2022-11-09 04:17:50.756,Instagram,Make own hand five participant a since present mother.,positive
2022-11-09 13:03:37.272,Facebook,Recently than build them teach seven successful gun ahead notice add close.,neutral
2022-11-09 21:49:23.787,Facebook,Vote music run bag we animal blue expert should.,negative
2022-11-10 06:35:10.303,Twitter,Side dream top administration source challenge teacher cultural share model movie detail.,positive
2022-11-10 15:20:56.818,Twitter,Race by discuss view pick agree resource action parent.,negative
2022-11-11 00:06:43.334,Instagram,Affect than finally not hold party whether start between as specific much produce sense.,negative
2022-11-11 08:52:29.849,Facebook,Avoid test look tree general last training defense tax deep majority eat tonight official.,neutral
2022-11-11 17:38:16.365,Twitter,Defense brother matter through already serious cause house natural at first than language anything among.,neutral
2022-11-12 02:24:02.880,Facebook,Unit science give radio power evening make.,negative
2022-11-12 11:09:49.396,Instagram,Street who include market difference program yeah Mrs scientist dark doctor major.,positive
2022-11-12 19:55:35.911,Facebook,Indicate responsibility animal scientist sister mean happen fill fund pay.,neutral
2022-11-13 04:41:22.427,Instagram,Wonder card already color yet fast run poor.,neutral
2022-11-13 13:27:08.942,Twitter,Easy hundred stuff company question town back law now smile improve garden sound camera year.,negative
2022-11-13 22:12:55.458,Instagram,On want end significant professor bad hope think red fine let.,negative
2022-11-14 06:58:41.973,Instagram,Body black describe fire country sing indicate issue check dog exactly family media Mr minute.,neutral
2022-11-14 15:44:28.489,Instagram,Program firm thought idea left year media.,neutral
2022-11-15 00:30:15.005,Instagram,Option light figure American property son agent weight name hot nearly gas building can treatment.,negative
2022-11-15 09:16:01.520,Twitter,Traditional arrive manager major safe gas likely offer finally risk itself impact card north member.,positive
2022-11-15 18:01:48.036,Twitter,College apply career plan good environment real money thing rise today son low fire.,positive
2022-11-16 02:47:34.551,Instagram,Black his activity course wrong marriage throw position worker necessary after base throughout character everyone.,negative
2022-11-16 11:33:21.067,Twitter,Nice without early state ground tonight edge team process buy six without near man end.,negative
2022-11-16 20:19:07.582,Twitter,Institution need able computer show then building condition firm even condition support bad statement.,negative
2022-11-17 05:04:54.098,Instagram,Address career cost seven toward until me control pull though particular car run.,negative
2022-11-17 13:50:40.613,Twitter,Behavior money cover he will major wall his voice right ask few hour.,neutral
2022-11-17 22:36:27.129,Facebook,Green budget cause receive reduce also learn drug eight hour establish.,positive
2022-11-18 07:22:13.644,Facebook,Unit morning professor property possible officer adult movement one act training force cost early part instead.,neutral
2022-11-18 16:08:00.160,Facebook,Reveal according avoid smile place back about with most.,positive
2022-11-19 00:53:46.675,Facebook,Oil not card sense shake huge issue power dinner pressure treat method accept note lawyer husband.,neutral
2022-11-19 09:39:33.191,Twitter,Wall city institution career everybody same year name along where smile outside.,neutral
2022-11-19 18:25:19.706,Facebook,Whatever network raise tend source voice debate agent tell happen.,positive
2022-11-20 03:11:06.222,Twitter,Current evidence method recent various body society here social loss raise course order movement bag way.,negative
2022-11-20 11:56:52.737,Facebook,Poor fill hear environmental set debate relationship same.,negative
2022-11-20 20:42:39.253,Facebook,Majority million determine how stand smile home think international memory whether table painting.,positive
2022-11-21 05:28:25.768,Instagram,Doctor prove market Congress order time water leave join question.,positive
2022-11-21 14:14:12.284,Facebook,Free available us tree role less table energy glass little role.,negative
2022-11-21 22:59:58.799,Instagram,Talk member section land current society bad similar five stock seem whose management.,positive
2022-11-22 07:45:45.315,Facebook,Need everyone cup stand leave nothing stuff me reality source society could.,positive
2022-11-22 16:31:31.830,Instagram,Issue example democratic yourself outside rest cultural car military adult bad successful half must.,positive
2022-11-23 01:17:18.346,Twitter,Skill conference every me join be vote positive positive Mr state six commercial piece.,neutral
2022-11-23 10:03:04.861,Instagram,Mention policy turn join season garden understand.,negative
2022-11-23 18:48:51.377,Instagram,Indeed enough fly resource raise explain clear body good office.,neutral
2022-11-24 03:34:37.892,Instagram,Hot prepare think shoulder impact explain small.,positive
2022-11-24 12:20:24.408,Twitter,Contain perform sea none especially market reality player such three term someone.,neutral
2022-11-24 21:06:10.923,Twitter,Attorney building something ok possible discover include bring good know.,neutral
2022-11-25 05:51:57.439,Instagram,Life memory learn what drug hit possible respond cover lot interest key indeed camera arm.,neutral
2022-11-25 14:37:43.954,Instagram,Medical quite old generation American surface necessary.,neutral
2022-11-25 23:23:30.470,Facebook,Buy they add of arrive Mrs determine voice yeah.,neutral
2022-11-26 08:09:16.985,Instagram,Picture later month least point Mr against good detail audience.,neutral
2022-11-26 16:55:03.501,Instagram,Method per out painting step word positive save rather form citizen guy Mr some art.,positive
2022-11-27 01:40:50.016,Facebook,College bring art indeed growth tough natural week collection and American including surface grow will character.,positive
2022-11-27 10:26:36.532,Twitter,Will film rise perform two foot through culture.,negative
2022-11-27 19:12:23.047,Twitter,Feeling study Congress property the side technology his budget ago during talk painting along system wide.,neutral
2022-11-28 03:58:09.563,Facebook,Prove claim record phone industry fire voice law position social evidence issue effect if best.,positive
2022-11-28 12:43:56.078,Twitter,East product store way school age to suggest beyond crime assume movie add certain southern.,positive
2022-11-28 21:29:42.594,Twitter,Call image specific left maybe both green pressure feel pattern feeling air determine high government.,negative
2022-11-29 06:15:29.109,Twitter,Night clear authority sense born will what method bring first improve century side media entire almost.,neutral
2022-11-29 15:01:15.625,Instagram,Down act girl expect return performance focus red Mrs analysis ahead drug property bring.,neutral
2022-11-29 23:47:02.140,Facebook,Run word change people executive moment close end board such.,negative
2022-11-30 08:32:48.656,Twitter,Against institution nearly technology somebody recently test never station reason car.,negative
2022-11-30 17:18:35.171,Facebook,Such might student always career conference across his sure include piece professional teach.,positive
2022-12-01 02:04:21.687,Facebook,Person something network appear meeting book short continue glass star understand attorney position tell matter family.,positive
2022-12-01 10:50:08.202,Instagram,Finally different north day upon who threat federal number.,positive
2022-12-01 19:35:54.718,Facebook,Newspaper decision on church book cost effect Republican.,positive
2022-12-02 04:21:41.233,Twitter,Time idea relate important church include news staff care.,neutral
2022-12-02 13:07:27.749,Instagram,Middle such but figure result clearly choice none result scientist military ready interest talk leave believe.,neutral
2022-12-02 21:53:14.264,Twitter,Yeah investment focus among experience focus building alone how risk.,negative
2022-12-03 06:39:00.780,Twitter,Type think in important organization name under about or free scene receive high truth much.,positive
2022-12-03 15:24:47.295,Instagram,Land others report change character far decide thought hot morning listen difficult box part.,neutral
2022-12-04 00:10:33.811,Twitter,Ground old take team hair audience explain sometimes church direction outside.,positive
2022-12-04 08:56:20.326,Instagram,Age their picture employee peace reach how on summer eight test pattern rather.,negative
2022-12-04 17:42:06.842,Instagram,Factor soldier approach size society energy improve player director of current hot practice much part.,neutral
2022-12-05 02:27:53.357,Facebook,Capital back big issue conference speech town green couple heavy figure great nothing.,positive
2022-12-05 11:13:39.873,Twitter,Poor cold shake technology night process out thus theory Mrs matter half event.,positive
2022-12-05 19:59:26.388,Facebook,Child under entire others through work effect four make rock bank important mention we yet.,neutral
2022-12-06 04:45:12.904,Twitter,Operation city bar fact see leader yard truth near top conference own voice.,positive
2022-12-06 13:30:59.419,Facebook,Again support operation recently whatever travel special have style girl event billion participant.,positive
2022-12-06 22:16:45.935,Instagram,Party story weight ask college want writer enough forget late sea animal poor marriage.,positive
2022-12-07 07:02:32.450,Instagram,Strong over state thought ten buy rest event you want foreign identify apply Mr summer others.,negative
2022-12-07 15:48:18.966,Facebook,Type former politics provide leg several type.,negative
2022-12-08 00:34:05.481,Facebook,If list could think bar natural raise wish decide.,positive
2022-12-08 09:19:51.997,Facebook,I partner society today garden left writer old wish when pay yes wait against how recently.,negative
2022-12-08 18:05:38.512,Facebook,Party couple glass by listen set there out debate dream spring several.,negative
2022-12-09 02:51:25.028,Facebook,Minute that with one add bar enough true.,negative
2022-12-09 11:37:11.543,Twitter,Can discover travel yard wife speak cut main.,positive
2022-12-09 20:22:58.059,Twitter,Century training president talk language pass us along option throughout maintain far.,positive
2022-12-10 05:08:44.574,Facebook,Nation nothing skin feeling course probably month able paper wait dog.,negative
2022-12-10 13:54:31.090,Facebook,Everyone yourself rate during fish employee shake cup couple look Republican.,neutral
2022-12-10 22:40:17.605,Twitter,Them painting help real beautiful idea listen money expert specific of happen.,neutral
2022-12-11 07:26:04.121,Twitter,Job cause traditional listen anyone book appear environment indicate employee race able.,positive
2022-12-11 16:11:50.636,Facebook,Data sister site father return ball laugh control start remain way sort by rich.,positive
2022-12-12 00:57:37.152,Instagram,Late bill own president choice seat apply mind carry cut conference.,positive
2022-12-12 09:43:23.667,Facebook,Large less decade eight should nor history certain lead.,negative
2022-12-12 18:29:10.183,Facebook,Visit affect individual thus reach generation until perform.,positive
2022-12-13 03:14:56.698,Twitter,Crime thousand can fine officer popular never game name until participant.,negative
2022-12-13 12:00:43.214,Facebook,Certain her former project four ask politics result draw section that but admit military between growth.,negative
2022-12-13 20:46:29.729,Facebook,Personal central page dinner step she lot mother.,negative
2022-12-14 05:32:16.245,Instagram,Fight ever current fund action despite piece about will eight fear talk marriage whether mind a.,negative
2022-12-14 14:18:02.760,Instagram,Plan suffer before quality talk church team first may.,positive
2022-12-14 23:03:49.276,Twitter,View as gun control chance still point eight control deal look hotel if action language country.,neutral
2022-12-15 07:49:35.791,Instagram,Able none hand town ask mother price its cause.,positive
2022-12-15 16:35:22.307,Twitter,Happen bank half recently lead card more defense heavy central positive easy campaign carry yard yourself.,positive
2022-12-16 01:21:08.822,Twitter,Actually staff relate third fly sometimes television hotel east culture floor large rather population actually vote.,positive
2022-12-16 10:06:55.338,Twitter,Physical Congress fact scene or American degree partner type find visit most.,positive
2022-12-16 18:52:41.853,Facebook,Fund ready build condition find citizen character author policy suffer call.,positive
2022-12-17 03:38:28.369,Instagram,Everyone hotel church can easy door individual I forget reveal return lot far series base drop.,negative
2022-12-17 12:24:14.884,Facebook,Space time window protect anything plan sport sure less lot mean region improve around.,negative
2022-12-17 21:10:01.400,Twitter,Than job half risk probably billion life article.,negative
2022-12-18 05:55:47.915,Instagram,Finally toward stock rest word conference when feeling program reduce concern today million win.,positive
2022-12-18 14:41:34.431,Twitter,President clear enough kid along almost listen thank TV generation research.,neutral
2022-12-18 23:27:20.946,Instagram,Establish across take within allow fight attorney occur responsibility response treatment move success.,positive
2022-12-19 08:13:07.462,Twitter,Citizen who when force still save mouth result citizen end per share particular movement tree.,neutral
2022-12-19 16:58:53.977,Facebook,List third economic word him these provide theory act seem development history along machine head learn.,neutral
2022-12-20 01:44:40.493,Facebook,Military at along window right again main military go stand the air.,positive
2022-12-20 10:30:27.009,Instagram,As assume learn despite better walk player bar customer evidence interesting like.,neutral
2022-12-20 19:16:13.524,Instagram,Doctor tonight say another investment role and much drop.,neutral
2022-12-21 04:02:00.040,Twitter,Sit himself today activity data just take move source girl road direction former alone ask really.,negative
2022-12-21 12:47:46.555,Twitter,Common by professor shake kitchen teacher yeah.,positive
2022-12-21 21:33:33.071,Twitter,Service training expect member miss there maintain nice president.,negative
2022-12-22 06:19:19.586,Facebook,During finally together miss not rise study unit letter.,positive
2022-12-22 15:05:06.102,Facebook,People player approach body send wall keep bill computer method pay thus speech clear.,negative
2022-12-22 23:50:52.617,Twitter,Might list difference analysis bad bed type.,negative
2022-12-23 08:36:39.133,Facebook,Else political point three well under measure hour.,positive
2022-12-23 17:22:25.648,Facebook,Across team want visit present attention herself military discussion better ten measure.,negative
2022-12-24 02:08:12.164,Instagram,Dream administration ability their where remain southern add soldier next leave rather.,negative
2022-12-24 10:53:58.679,Facebook,See both crime must I skin with sense war special every official half too attack.,neutral
2022-12-24 19:39:45.195,Twitter,Order early summer two morning consider response election item resource fly art.,neutral
2022-12-25 04:25:31.710,Twitter,Real town fight citizen dream read force picture buy raise program fire many middle pay.,positive
2022-12-25 13:11:18.226,Facebook,Pattern claim building or big daughter citizen film himself everyone tell.,positive
2022-12-25 21:57:04.741,Facebook,Suddenly century call every three think front pull call there option goal picture throw town.,neutral
2022-12-26 06:42:51.257,Facebook,Determine give determine popular fine line understand travel operation head stock something car.,negative
2022-12-26 15:28:37.772,Facebook,Get successful series late movie since drive where position become paper continue serious up.,neutral
2022-12-27 00:14:24.288,Twitter,Opportunity skin guy hope medical during any senior modern agency PM event part benefit order.,positive
2022-12-27 09:00:10.803,Twitter,Sound strong time perhaps religious save stuff usually evening open parent task music human.,negative
2022-12-27 17:45:57.319,Facebook,Church fact six drop international figure image draw true door stand peace.,negative
2022-12-28 02:31:43.834,Instagram,Particular miss right avoid three expert west serious teacher miss.,positive
2022-12-28 11:17:30.350,Twitter,Federal provide we manage its front evidence.,positive
2022-12-28 20:03:16.865,Instagram,Rule rich why in that ok brother professor trip serious.,negative
2022-12-29 04:49:03.381,Instagram,Rock call deep theory financial this fight.,positive
2022-12-29 13:34:49.896,Twitter,Natural election discuss perform space read nothing clearly fire account.,negative
2022-12-29 22:20:36.412,Instagram,Not discussion per fund step hundred similar report bar skill statement she.,neutral
2022-12-30 07:06:22.927,Facebook,Effect color bar environment popular third local moment audience partner protect.,neutral
2022-12-30 15:52:09.443,Instagram,Economic do keep agent here certainly church young child stand.,neutral
2022-12-31 00:37:55.958,Twitter,Reduce drive imagine sell development open positive indeed personal short ten base outside black above.,neutral
2022-12-31 09:23:42.474,Facebook,Almost data begin serious sell yeah push weight page full however while.,neutral
2022-12-31 18:09:28.989,Twitter,Main budget not available history child song year.,neutral
2023-01-01 02:55:15.505,Twitter,Better early build wall someone be behind.,neutral
2023-01-01 11:41:02.020,Instagram,Able hear today focus successful himself within lawyer need first feeling serious.,negative
2023-01-01 20:26:48.536,Instagram,History source road range half himself first happen lot nor number.,positive
2023-01-02 05:12:35.051,Twitter,History fly matter time beyond agreement stage inside new Democrat gas remember response through line.,positive
2023-01-02 13:58:21.567,Instagram,Speech their yet level food civil civil against assume practice business section.,neutral
2023-01-02 22:44:08.082,Instagram,Bring writer whose of rate though position throw travel arrive.,positive
2023-01-03 07:29:54.598,Twitter,Thus town reality ten security view would garden chance we phone even stand.,positive
2023-01-03 16:15:41.113,Twitter,Court sister within main just major check.,neutral
2023-01-04 01:01:27.629,Twitter,Worker project watch present time success better range nor.,neutral
2023-01-04 09:47:14.144,Facebook,Always product understand likely offer most visit practice apply study degree remember range during beautiful.,neutral
2023-01-04 18:33:00.660,Facebook,Benefit everything agent just rate season wrong still alone establish represent may.,neutral
2023-01-05 03:18:47.175,Twitter,Attack wind relate be whether direction during school center travel support president.,neutral
2023-01-05 12:04:33.691,Facebook,Late good continue difficult it hundred side food.,negative
2023-01-05 20:50:20.206,Twitter,Direction step car but because realize we organization worry rather check realize top six ten put.,neutral
2023-01-06 05:36:06.722,Instagram,Animal cut nature even during edge explain book.,negative
2023-01-06 14:21:53.237,Facebook,Condition today phone bit ball cell miss religious prevent Mrs field employee remember range.,neutral
2023-01-06 23:07:39.753,Instagram,Draw without somebody not yet cause strategy set surface early think wish buy list federal.,neutral
2023-01-07 07:53:26.268,Twitter,Garden front positive understand determine car less place tell interest crime smile sure provide.,negative
2023-01-07 16:39:12.784,Twitter,During though region condition writer that agent big.,positive
2023-01-08 01:24:59.299,Facebook,On development law court hit already candidate field one ago.,negative
2023-01-08 10:10:45.815,Twitter,Focus prepare region make walk very history real change theory.,neutral
2023-01-08 18:56:32.330,Instagram,View price somebody police town task employee tell five early Democrat.,neutral
2023-01-09 03:42:18.846,Facebook,Level until yes tree level career themselves along arrive bank.,neutral
2023-01-09 12:28:05.361,Twitter,She seek a approach operation week go out activity beyond.,negative
2023-01-09 21:13:51.877,Facebook,Mission line evening these cultural reveal most thought safe author eight yard.,negative
2023-01-10 05:59:38.392,Facebook,Institution compare better thus remain lay past use determine example modern health business design must.,neutral
2023-01-10 14:45:24.908,Facebook,Challenge direction let administration painting especially major past also blood.,positive
2023-01-10 23:31:11.423,Instagram,Capital poor need space agency every off.,positive
