timestamp,user_id,page,action
2022-06-24 21:26:20.926,CUST196,categories/posts/search,view
2022-06-25 06:12:07.442,CUST180,list,click
2022-06-25 14:57:53.957,CUST198,list/explore/posts,purchase
2022-06-25 23:43:40.473,CUST136,list/main/app,view
2022-06-26 08:29:26.988,CUST138,wp-content,view
2022-06-26 17:15:13.504,CUST167,category/categories/tag,add_to_cart
2022-06-27 02:01:00.020,CUST124,main/category/search,add_to_cart
2022-06-27 10:46:46.535,CUST171,blog/app,view
2022-06-27 19:32:33.051,CUST197,tag/main/categories,view
2022-06-28 04:18:19.566,CUST136,tags,click
2022-06-28 13:04:06.082,CUST196,explore/categories,click
2022-06-28 21:49:52.597,CUST132,posts/tag/list,add_to_cart
2022-06-29 06:35:39.113,CUST163,wp-content/category/blog,purchase
2022-06-29 15:21:25.628,CUST102,main/tags/category,add_to_cart
2022-06-30 00:07:12.144,CUST142,list/wp-content/tag,purchase
2022-06-30 08:52:58.659,CUST105,main,purchase
2022-06-30 17:38:45.175,CUST103,app/wp-content/app,add_to_cart
2022-07-01 02:24:31.690,CUST196,tag/tag/blog,add_to_cart
2022-07-01 11:10:18.206,CUST175,tags/categories,click
2022-07-01 19:56:04.721,CUST126,search,add_to_cart
2022-07-02 04:41:51.237,CUST100,wp-content/tag,add_to_cart
2022-07-02 13:27:37.752,CUST111,list/categories/main,view
2022-07-02 22:13:24.268,CUST164,categories,view
2022-07-03 06:59:10.783,CUST179,explore,add_to_cart
2022-07-03 15:44:57.299,CUST174,search/main,purchase
2022-07-04 00:30:43.814,CUST157,list,add_to_cart
2022-07-04 09:16:30.330,CUST109,main,purchase
2022-07-04 18:02:16.845,CUST108,wp-content,click
2022-07-05 02:48:03.361,CUST175,main,purchase
2022-07-05 11:33:49.876,CUST103,wp-content/explore,add_to_cart
2022-07-05 20:19:36.392,CUST147,tag/explore/blog,purchase
2022-07-06 05:05:22.907,CUST128,main,add_to_cart
2022-07-06 13:51:09.423,CUST168,categories/wp-content/tag,purchase
2022-07-06 22:36:55.938,CUST129,tags,purchase
2022-07-07 07:22:42.454,CUST155,tag,add_to_cart
2022-07-07 16:08:28.969,CUST184,search/search,view
2022-07-08 00:54:15.485,CUST197,categories/category,click
2022-07-08 09:40:02.000,CUST119,blog/tags/list,purchase
2022-07-08 18:25:48.516,CUST194,tags/tag/category,view
2022-07-09 03:11:35.031,CUST108,posts/tag/tags,purchase
2022-07-09 11:57:21.547,CUST157,wp-content/list,click
2022-07-09 20:43:08.062,CUST138,posts/tag/tags,add_to_cart
2022-07-10 05:28:54.578,CUST154,explore,click
2022-07-10 14:14:41.093,CUST126,list/search/search,click
2022-07-10 23:00:27.609,CUST165,main,purchase
2022-07-11 07:46:14.124,CUST148,app,purchase
2022-07-11 16:32:00.640,CUST169,main,purchase
2022-07-12 01:17:47.155,CUST127,category,add_to_cart
2022-07-12 10:03:33.671,CUST151,search,view
2022-07-12 18:49:20.186,CUST135,posts/wp-content/main,purchase
2022-07-13 03:35:06.702,CUST142,tags,click
2022-07-13 12:20:53.217,CUST168,category,view
2022-07-13 21:06:39.733,CUST154,blog,add_to_cart
2022-07-14 05:52:26.248,CUST132,posts/category,click
2022-07-14 14:38:12.764,CUST167,tags/tags/main,purchase
2022-07-14 23:23:59.279,CUST106,tag,purchase
2022-07-15 08:09:45.795,CUST198,category,click
2022-07-15 16:55:32.310,CUST129,wp-content/wp-content/wp-content,view
2022-07-16 01:41:18.826,CUST169,wp-content/blog/tag,view
2022-07-16 10:27:05.341,CUST181,posts,purchase
2022-07-16 19:12:51.857,CUST191,tags,add_to_cart
2022-07-17 03:58:38.372,CUST176,tags/blog/search,add_to_cart
2022-07-17 12:44:24.888,CUST150,categories/explore/wp-content,view
2022-07-17 21:30:11.403,CUST106,main,view
2022-07-18 06:15:57.919,CUST190,explore/list,purchase
2022-07-18 15:01:44.434,CUST159,category/categories,add_to_cart
2022-07-18 23:47:30.950,CUST171,posts/search/posts,view
2022-07-19 08:33:17.465,CUST174,app/app/tags,view
2022-07-19 17:19:03.981,CUST124,wp-content/blog,view
2022-07-20 02:04:50.496,CUST134,categories,view
2022-07-20 10:50:37.012,CUST164,search,purchase
2022-07-20 19:36:23.527,CUST188,list,purchase
2022-07-21 04:22:10.043,CUST108,category/tags,purchase
2022-07-21 13:07:56.558,CUST185,blog,add_to_cart
2022-07-21 21:53:43.074,CUST171,main/search,purchase
2022-07-22 06:39:29.589,CUST189,posts/blog,view
2022-07-22 15:25:16.105,CUST135,wp-content,purchase
2022-07-23 00:11:02.620,CUST172,categories/blog/category,add_to_cart
2022-07-23 08:56:49.136,CUST105,main/tag/category,view
2022-07-23 17:42:35.651,CUST171,categories/tag/list,add_to_cart
2022-07-24 02:28:22.167,CUST143,app/explore,add_to_cart
2022-07-24 11:14:08.682,CUST182,search/main,purchase
2022-07-24 19:59:55.198,CUST178,wp-content,add_to_cart
2022-07-25 04:45:41.713,CUST180,search,click
2022-07-25 13:31:28.229,CUST101,main/list/blog,click
2022-07-25 22:17:14.744,CUST100,posts/tags/categories,purchase
2022-07-26 07:03:01.260,CUST134,categories/tag,click
2022-07-26 15:48:47.775,CUST194,posts/posts,add_to_cart
2022-07-27 00:34:34.291,CUST103,app/list,click
2022-07-27 09:20:20.806,CUST133,search/posts/search,click
2022-07-27 18:06:07.322,CUST171,search/tag/main,view
2022-07-28 02:51:53.837,CUST140,posts/tag/blog,add_to_cart
2022-07-28 11:37:40.353,CUST143,posts/category,purchase
2022-07-28 20:23:26.868,CUST187,list/posts/blog,purchase
2022-07-29 05:09:13.384,CUST115,list/wp-content/blog,add_to_cart
2022-07-29 13:54:59.899,CUST184,search,view
2022-07-29 22:40:46.415,CUST159,tags/search/tag,purchase
2022-07-30 07:26:32.930,CUST190,list/category/tags,purchase
2022-07-30 16:12:19.446,CUST102,blog/explore/list,click
2022-07-31 00:58:05.961,CUST150,blog/categories/app,view
2022-07-31 09:43:52.477,CUST190,tags,purchase
2022-07-31 18:29:38.992,CUST199,list,add_to_cart
2022-08-01 03:15:25.508,CUST106,explore/search,purchase
2022-08-01 12:01:12.024,CUST150,categories/app,purchase
2022-08-01 20:46:58.539,CUST135,explore/wp-content/posts,click
2022-08-02 05:32:45.055,CUST141,explore,view
2022-08-02 14:18:31.570,CUST131,categories/blog,add_to_cart
2022-08-02 23:04:18.086,CUST135,categories,purchase
2022-08-03 07:50:04.601,CUST175,search,view
2022-08-03 16:35:51.117,CUST183,category/blog,add_to_cart
2022-08-04 01:21:37.632,CUST184,app,click
2022-08-04 10:07:24.148,CUST179,wp-content,add_to_cart
2022-08-04 18:53:10.663,CUST142,app/main,view
2022-08-05 03:38:57.179,CUST111,app/tags,add_to_cart
2022-08-05 12:24:43.694,CUST139,categories/posts,click
2022-08-05 21:10:30.210,CUST174,categories,click
2022-08-06 05:56:16.725,CUST109,tags/tags/app,purchase
2022-08-06 14:42:03.241,CUST111,blog/app/explore,add_to_cart
2022-08-06 23:27:49.756,CUST115,category/explore/categories,view
2022-08-07 08:13:36.272,CUST191,explore/main,add_to_cart
2022-08-07 16:59:22.787,CUST146,search/tag,purchase
2022-08-08 01:45:09.303,CUST116,search/explore,click
2022-08-08 10:30:55.818,CUST133,tag/wp-content/app,view
2022-08-08 19:16:42.334,CUST123,tag/tag/categories,purchase
2022-08-09 04:02:28.849,CUST174,list,add_to_cart
2022-08-09 12:48:15.365,CUST107,tag,view
2022-08-09 21:34:01.880,CUST185,categories/wp-content,view
2022-08-10 06:19:48.396,CUST101,app/category/explore,click
2022-08-10 15:05:34.911,CUST137,tag/main,click
2022-08-10 23:51:21.427,CUST125,wp-content,view
2022-08-11 08:37:07.942,CUST125,main/main,view
2022-08-11 17:22:54.458,CUST115,category/search/posts,view
2022-08-12 02:08:40.973,CUST193,category/search/search,purchase
2022-08-12 10:54:27.489,CUST106,explore/blog/blog,view
2022-08-12 19:40:14.004,CUST160,posts/app/tag,add_to_cart
2022-08-13 04:26:00.520,CUST117,categories,add_to_cart
2022-08-13 13:11:47.035,CUST122,explore/category,add_to_cart
2022-08-13 21:57:33.551,CUST164,category/explore/search,add_to_cart
2022-08-14 06:43:20.066,CUST141,app/explore,add_to_cart
2022-08-14 15:29:06.582,CUST114,categories/main,view
2022-08-15 00:14:53.097,CUST138,main/app/posts,add_to_cart
2022-08-15 09:00:39.613,CUST182,categories,purchase
2022-08-15 17:46:26.128,CUST122,app,view
2022-08-16 02:32:12.644,CUST114,search,purchase
2022-08-16 11:17:59.159,CUST142,tags,add_to_cart
2022-08-16 20:03:45.675,CUST106,search/main,purchase
2022-08-17 04:49:32.190,CUST155,posts,add_to_cart
2022-08-17 13:35:18.706,CUST198,tag/search/app,add_to_cart
2022-08-17 22:21:05.221,CUST184,tag/search/blog,click
2022-08-18 07:06:51.737,CUST193,explore/posts,view
2022-08-18 15:52:38.252,CUST112,category/explore/tags,click
2022-08-19 00:38:24.768,CUST175,explore/tag,add_to_cart
2022-08-19 09:24:11.283,CUST168,tag/app/search,add_to_cart
2022-08-19 18:09:57.799,CUST132,categories,click
2022-08-20 02:55:44.314,CUST103,search,click
2022-08-20 11:41:30.830,CUST174,main/explore,click
2022-08-20 20:27:17.345,CUST190,category/posts/blog,purchase
2022-08-21 05:13:03.861,CUST130,category/wp-content/blog,add_to_cart
2022-08-21 13:58:50.376,CUST168,explore/posts,click
2022-08-21 22:44:36.892,CUST182,search/wp-content/list,view
2022-08-22 07:30:23.407,CUST157,tag,purchase
2022-08-22 16:16:09.923,CUST133,list,add_to_cart
2022-08-23 01:01:56.438,CUST130,search,purchase
2022-08-23 09:47:42.954,CUST129,app/blog,click
2022-08-23 18:33:29.469,CUST171,categories,click
2022-08-24 03:19:15.985,CUST154,blog/main,view
2022-08-24 12:05:02.500,CUST173,tags/tags/wp-content,view
2022-08-24 20:50:49.016,CUST107,categories,click
2022-08-25 05:36:35.531,CUST186,app,view
2022-08-25 14:22:22.047,CUST157,posts/posts,purchase
2022-08-25 23:08:08.562,CUST129,category/blog,purchase
2022-08-26 07:53:55.078,CUST183,search/search,purchase
2022-08-26 16:39:41.593,CUST192,blog/search,view
2022-08-27 01:25:28.109,CUST154,tag/category,add_to_cart
2022-08-27 10:11:14.624,CUST139,tag/blog,view
2022-08-27 18:57:01.140,CUST146,category/wp-content/posts,purchase
2022-08-28 03:42:47.655,CUST136,app,click
2022-08-28 12:28:34.171,CUST144,list,purchase
2022-08-28 21:14:20.686,CUST109,tag/wp-content/list,click
2022-08-29 06:00:07.202,CUST148,main,view
2022-08-29 14:45:53.717,CUST114,explore/tag,purchase
2022-08-29 23:31:40.233,CUST128,categories/posts/wp-content,purchase
2022-08-30 08:17:26.748,CUST112,wp-content,add_to_cart
2022-08-30 17:03:13.264,CUST164,search/posts,purchase
2022-08-31 01:48:59.779,CUST142,app/blog,purchase
2022-08-31 10:34:46.295,CUST144,posts/categories,click
2022-08-31 19:20:32.810,CUST129,app,add_to_cart
2022-09-01 04:06:19.326,CUST161,search/tag,view
2022-09-01 12:52:05.841,CUST106,categories/explore,click
2022-09-01 21:37:52.357,CUST142,categories,purchase
2022-09-02 06:23:38.872,CUST166,explore/app/main,purchase
2022-09-02 15:09:25.388,CUST149,list/search,purchase
2022-09-02 23:55:11.903,CUST124,category/blog,view
2022-09-03 08:40:58.419,CUST127,list,view
2022-09-03 17:26:44.934,CUST193,categories,purchase
2022-09-04 02:12:31.450,CUST102,search/tag/tags,view
2022-09-04 10:58:17.965,CUST158,explore,add_to_cart
2022-09-04 19:44:04.481,CUST116,posts/category/main,purchase
2022-09-05 04:29:50.996,CUST117,blog/tags,add_to_cart
2022-09-05 13:15:37.512,CUST127,categories/search/search,view
2022-09-05 22:01:24.028,CUST197,app/category,view
2022-09-06 06:47:10.543,CUST151,posts/category/wp-content,add_to_cart
2022-09-06 15:32:57.059,CUST104,category,click
2022-09-07 00:18:43.574,CUST161,main,view
2022-09-07 09:04:30.090,CUST152,explore/explore/category,purchase
2022-09-07 17:50:16.605,CUST131,category/blog,add_to_cart
2022-09-08 02:36:03.121,CUST192,app/categories,view
2022-09-08 11:21:49.636,CUST188,blog/explore/posts,click
2022-09-08 20:07:36.152,CUST183,tags/explore,add_to_cart
2022-09-09 04:53:22.667,CUST131,search,add_to_cart
2022-09-09 13:39:09.183,CUST111,list/wp-content,click
2022-09-09 22:24:55.698,CUST115,explore/explore,view
2022-09-10 07:10:42.214,CUST163,app,purchase
2022-09-10 15:56:28.729,CUST139,tags,view
2022-09-11 00:42:15.245,CUST185,tags,view
2022-09-11 09:28:01.760,CUST141,tags,purchase
2022-09-11 18:13:48.276,CUST137,tag/tag,purchase
2022-09-12 02:59:34.791,CUST154,list/search,click
2022-09-12 11:45:21.307,CUST182,category/app,click
2022-09-12 20:31:07.822,CUST143,main,purchase
2022-09-13 05:16:54.338,CUST171,blog,add_to_cart
2022-09-13 14:02:40.853,CUST187,categories,view
2022-09-13 22:48:27.369,CUST118,tag/tag/category,click
2022-09-14 07:34:13.884,CUST120,blog,add_to_cart
2022-09-14 16:20:00.400,CUST127,tags/main,purchase
2022-09-15 01:05:46.915,CUST125,wp-content,purchase
2022-09-15 09:51:33.431,CUST132,category/blog/search,view
2022-09-15 18:37:19.946,CUST149,main/search/posts,purchase
2022-09-16 03:23:06.462,CUST143,blog,add_to_cart
2022-09-16 12:08:52.977,CUST111,category/categories/categories,click
2022-09-16 20:54:39.493,CUST191,main,click
2022-09-17 05:40:26.008,CUST118,tags/wp-content/explore,view
2022-09-17 14:26:12.524,CUST136,main,purchase
2022-09-17 23:11:59.039,CUST106,tag/wp-content/tags,view
2022-09-18 07:57:45.555,CUST140,posts/app/category,click
2022-09-18 16:43:32.070,CUST119,list,add_to_cart
2022-09-19 01:29:18.586,CUST181,category/list/search,view
2022-09-19 10:15:05.101,CUST146,tag/search,purchase
2022-09-19 19:00:51.617,CUST177,wp-content/tag,add_to_cart
2022-09-20 03:46:38.132,CUST152,categories,click
2022-09-20 12:32:24.648,CUST151,search/categories,purchase
2022-09-20 21:18:11.163,CUST190,posts/explore/list,purchase
2022-09-21 06:03:57.679,CUST198,blog/explore,add_to_cart
2022-09-21 14:49:44.194,CUST137,tags/search,purchase
2022-09-21 23:35:30.710,CUST119,blog/tags/app,add_to_cart
2022-09-22 08:21:17.225,CUST115,search,view
2022-09-22 17:07:03.741,CUST190,category/blog,purchase
2022-09-23 01:52:50.256,CUST185,categories,purchase
2022-09-23 10:38:36.772,CUST156,explore/tags/tag,click
2022-09-23 19:24:23.287,CUST199,list/category/app,add_to_cart
2022-09-24 04:10:09.803,CUST181,category/main,click
2022-09-24 12:55:56.318,CUST186,app/search/blog,click
2022-09-24 21:41:42.834,CUST195,list/search,purchase
2022-09-25 06:27:29.349,CUST135,list/app/categories,view
2022-09-25 15:13:15.865,CUST149,tags,view
2022-09-25 23:59:02.380,CUST186,category/explore,add_to_cart
2022-09-26 08:44:48.896,CUST181,explore/main,click
2022-09-26 17:30:35.411,CUST173,tag/main,purchase
2022-09-27 02:16:21.927,CUST155,tag/explore/main,view
2022-09-27 11:02:08.442,CUST165,category/main,purchase
2022-09-27 19:47:54.958,CUST153,wp-content/tag/tags,purchase
2022-09-28 04:33:41.473,CUST173,main/tag,view
2022-09-28 13:19:27.989,CUST140,main/posts,view
2022-09-28 22:05:14.504,CUST177,blog,add_to_cart
2022-09-29 06:51:01.020,CUST195,tag,view
2022-09-29 15:36:47.535,CUST175,categories/main/tag,view
2022-09-30 00:22:34.051,CUST113,tag/main/category,click
2022-09-30 09:08:20.566,CUST137,app/tag,view
2022-09-30 17:54:07.082,CUST165,tags/category/blog,view
2022-10-01 02:39:53.597,CUST109,explore/wp-content/posts,add_to_cart
2022-10-01 11:25:40.113,CUST166,category/wp-content,purchase
2022-10-01 20:11:26.628,CUST154,blog,add_to_cart
2022-10-02 04:57:13.144,CUST151,explore,view
2022-10-02 13:42:59.659,CUST192,blog/explore/tags,purchase
2022-10-02 22:28:46.175,CUST123,posts,view
2022-10-03 07:14:32.690,CUST197,blog/search,view
2022-10-03 16:00:19.206,CUST161,blog/posts/categories,click
2022-10-04 00:46:05.721,CUST180,app/main,view
2022-10-04 09:31:52.237,CUST124,category,purchase
2022-10-04 18:17:38.752,CUST121,categories/wp-content/explore,add_to_cart
2022-10-05 03:03:25.268,CUST192,tag/posts,click
2022-10-05 11:49:11.783,CUST179,list,add_to_cart
2022-10-05 20:34:58.299,CUST159,search/explore,add_to_cart
2022-10-06 05:20:44.814,CUST167,search,purchase
2022-10-06 14:06:31.330,CUST133,explore/category/app,add_to_cart
2022-10-06 22:52:17.845,CUST187,explore/main/tags,add_to_cart
2022-10-07 07:38:04.361,CUST191,main/category/search,view
2022-10-07 16:23:50.876,CUST168,wp-content,click
2022-10-08 01:09:37.392,CUST189,tags,click
2022-10-08 09:55:23.907,CUST180,main/blog/main,add_to_cart
2022-10-08 18:41:10.423,CUST110,posts/main,purchase
2022-10-09 03:26:56.938,CUST100,app,click
2022-10-09 12:12:43.454,CUST111,app,click
2022-10-09 20:58:29.969,CUST142,app/explore,click
2022-10-10 05:44:16.485,CUST187,explore,add_to_cart
2022-10-10 14:30:03.001,CUST125,categories/categories,view
2022-10-10 23:15:49.516,CUST195,blog/wp-content,view
2022-10-11 08:01:36.032,CUST167,wp-content/list/wp-content,view
2022-10-11 16:47:22.547,CUST101,posts/blog/search,click
2022-10-12 01:33:09.063,CUST139,main,click
2022-10-12 10:18:55.578,CUST170,search/posts/list,add_to_cart
2022-10-12 19:04:42.094,CUST180,category/main/wp-content,view
2022-10-13 03:50:28.609,CUST130,categories,add_to_cart
2022-10-13 12:36:15.125,CUST195,categories,view
2022-10-13 21:22:01.640,CUST149,main/app,purchase
2022-10-14 06:07:48.156,CUST190,search/blog,click
2022-10-14 14:53:34.671,CUST184,tag/list/search,add_to_cart
2022-10-14 23:39:21.187,CUST168,wp-content/search/categories,click
2022-10-15 08:25:07.702,CUST134,category/main,purchase
2022-10-15 17:10:54.218,CUST151,search,click
2022-10-16 01:56:40.733,CUST158,blog/tag/search,purchase
2022-10-16 10:42:27.249,CUST101,tags/explore,purchase
2022-10-16 19:28:13.764,CUST126,list/search/list,view
2022-10-17 04:14:00.280,CUST145,tag/app,add_to_cart
2022-10-17 12:59:46.795,CUST185,tag/list/tag,view
2022-10-17 21:45:33.311,CUST161,category/tags/tag,purchase
2022-10-18 06:31:19.826,CUST100,app/blog,view
2022-10-18 15:17:06.342,CUST153,posts,purchase
2022-10-19 00:02:52.857,CUST158,app/explore/blog,click
2022-10-19 08:48:39.373,CUST107,tags,add_to_cart
2022-10-19 17:34:25.888,CUST108,blog/tag/search,view
2022-10-20 02:20:12.404,CUST105,tag/main,add_to_cart
2022-10-20 11:05:58.919,CUST155,tags/list/explore,view
2022-10-20 19:51:45.435,CUST141,categories/tags/wp-content,view
2022-10-21 04:37:31.950,CUST170,app/app,click
2022-10-21 13:23:18.466,CUST177,tags/explore,purchase
2022-10-21 22:09:04.981,CUST173,categories/blog/category,purchase
2022-10-22 06:54:51.497,CUST134,tag/main,click
2022-10-22 15:40:38.012,CUST192,list/posts/blog,view
2022-10-23 00:26:24.528,CUST127,wp-content,add_to_cart
2022-10-23 09:12:11.043,CUST120,search/wp-content/wp-content,view
2022-10-23 17:57:57.559,CUST173,categories/blog/list,add_to_cart
2022-10-24 02:43:44.074,CUST102,blog,purchase
2022-10-24 11:29:30.590,CUST196,list,view
2022-10-24 20:15:17.105,CUST188,categories,view
2022-10-25 05:01:03.621,CUST156,search,purchase
2022-10-25 13:46:50.136,CUST114,categories/wp-content/search,view
2022-10-25 22:32:36.652,CUST102,main,click
2022-10-26 07:18:23.167,CUST121,search/category,purchase
2022-10-26 16:04:09.683,CUST192,blog,purchase
2022-10-27 00:49:56.198,CUST116,category/blog,add_to_cart
2022-10-27 09:35:42.714,CUST175,category/tag/tag,purchase
2022-10-27 18:21:29.229,CUST156,wp-content/blog,purchase
2022-10-28 03:07:15.745,CUST198,blog/list/app,add_to_cart
2022-10-28 11:53:02.260,CUST139,main/list,add_to_cart
2022-10-28 20:38:48.776,CUST191,wp-content,purchase
2022-10-29 05:24:35.291,CUST128,category/posts,purchase
2022-10-29 14:10:21.807,CUST152,tag/explore/categories,view
2022-10-29 22:56:08.322,CUST170,category,view
2022-10-30 07:41:54.838,CUST194,wp-content/main,add_to_cart
2022-10-30 16:27:41.353,CUST114,tag/explore/category,purchase
2022-10-31 01:13:27.869,CUST126,categories/categories,add_to_cart
2022-10-31 09:59:14.384,CUST163,search,view
2022-10-31 18:45:00.900,CUST133,posts/main,view
2022-11-01 03:30:47.415,CUST175,search/tags,view
2022-11-01 12:16:33.931,CUST138,explore/tag/posts,add_to_cart
2022-11-01 21:02:20.446,CUST167,tag/search,click
2022-11-02 05:48:06.962,CUST148,posts/tag/search,view
2022-11-02 14:33:53.477,CUST145,main/wp-content,click
2022-11-02 23:19:39.993,CUST160,search/categories/posts,view
2022-11-03 08:05:26.508,CUST163,category,purchase
2022-11-03 16:51:13.024,CUST183,tag/tag,add_to_cart
2022-11-04 01:36:59.539,CUST128,tags/search,add_to_cart
2022-11-04 10:22:46.055,CUST164,list/categories,click
2022-11-04 19:08:32.570,CUST142,main,add_to_cart
2022-11-05 03:54:19.086,CUST130,app,purchase
2022-11-05 12:40:05.601,CUST186,app,add_to_cart
2022-11-05 21:25:52.117,CUST128,list/explore,purchase
2022-11-06 06:11:38.632,CUST151,list,click
2022-11-06 14:57:25.148,CUST197,explore/tags,purchase
2022-11-06 23:43:11.663,CUST182,main/category/app,click
2022-11-07 08:28:58.179,CUST147,posts/categories,purchase
2022-11-07 17:14:44.694,CUST132,app,add_to_cart
2022-11-08 02:00:31.210,CUST120,tags/categories/tag,click
2022-11-08 10:46:17.725,CUST168,blog/category,purchase
2022-11-08 19:32:04.241,CUST143,main/list,add_to_cart
2022-11-09 04:17:50.756,CUST113,main/tags/posts,purchase
2022-11-09 13:03:37.272,CUST193,wp-content,add_to_cart
2022-11-09 21:49:23.787,CUST189,explore,purchase
2022-11-10 06:35:10.303,CUST190,blog,add_to_cart
2022-11-10 15:20:56.818,CUST125,main,click
2022-11-11 00:06:43.334,CUST150,explore,purchase
2022-11-11 08:52:29.849,CUST150,tags/list,click
2022-11-11 17:38:16.365,CUST119,category,add_to_cart
2022-11-12 02:24:02.880,CUST180,blog,add_to_cart
2022-11-12 11:09:49.396,CUST162,category/categories,purchase
2022-11-12 19:55:35.911,CUST144,categories/app,add_to_cart
2022-11-13 04:41:22.427,CUST167,categories,add_to_cart
2022-11-13 13:27:08.942,CUST101,tags,click
2022-11-13 22:12:55.458,CUST106,wp-content/categories,add_to_cart
2022-11-14 06:58:41.973,CUST155,posts/tag/blog,purchase
2022-11-14 15:44:28.489,CUST175,list/tag/categories,view
2022-11-15 00:30:15.005,CUST188,search/category,view
2022-11-15 09:16:01.520,CUST130,tag,add_to_cart
2022-11-15 18:01:48.036,CUST172,tags/list,click
2022-11-16 02:47:34.551,CUST140,list,click
2022-11-16 11:33:21.067,CUST180,category/explore/wp-content,add_to_cart
2022-11-16 20:19:07.582,CUST192,explore/tags/list,view
2022-11-17 05:04:54.098,CUST125,app/wp-content/wp-content,click
2022-11-17 13:50:40.613,CUST119,wp-content,add_to_cart
2022-11-17 22:36:27.129,CUST101,blog,add_to_cart
2022-11-18 07:22:13.644,CUST116,list/tags/category,click
2022-11-18 16:08:00.160,CUST143,tag,purchase
2022-11-19 00:53:46.675,CUST129,tag,view
2022-11-19 09:39:33.191,CUST180,blog/search,purchase
2022-11-19 18:25:19.706,CUST123,tags/list,click
2022-11-20 03:11:06.222,CUST167,tags/list,view
2022-11-20 11:56:52.737,CUST191,main,add_to_cart
2022-11-20 20:42:39.253,CUST192,tag,click
2022-11-21 05:28:25.768,CUST169,posts/main,purchase
2022-11-21 14:14:12.284,CUST194,blog,purchase
2022-11-21 22:59:58.799,CUST131,posts,add_to_cart
2022-11-22 07:45:45.315,CUST103,list,click
2022-11-22 16:31:31.830,CUST157,search/list,click
2022-11-23 01:17:18.346,CUST129,tag/category,click
2022-11-23 10:03:04.861,CUST189,list/blog,view
2022-11-23 18:48:51.377,CUST121,explore/search,add_to_cart
2022-11-24 03:34:37.892,CUST136,blog/blog/posts,view
2022-11-24 12:20:24.408,CUST149,explore,view
2022-11-24 21:06:10.923,CUST175,explore,click
2022-11-25 05:51:57.439,CUST160,category,click
2022-11-25 14:37:43.954,CUST128,posts/category,add_to_cart
2022-11-25 23:23:30.470,CUST139,explore/tags/app,add_to_cart
2022-11-26 08:09:16.985,CUST146,search,purchase
2022-11-26 16:55:03.501,CUST196,app/app/explore,view
2022-11-27 01:40:50.016,CUST123,app/tags,click
2022-11-27 10:26:36.532,CUST127,explore,add_to_cart
2022-11-27 19:12:23.047,CUST153,main/list,view
2022-11-28 03:58:09.563,CUST154,posts,view
2022-11-28 12:43:56.078,CUST190,posts/app,add_to_cart
2022-11-28 21:29:42.594,CUST165,tag/tags/posts,add_to_cart
2022-11-29 06:15:29.109,CUST152,explore,purchase
2022-11-29 15:01:15.625,CUST128,list/list,view
2022-11-29 23:47:02.140,CUST181,posts/list,view
2022-11-30 08:32:48.656,CUST127,tags/search/tag,click
2022-11-30 17:18:35.171,CUST185,categories/category/list,click
2022-12-01 02:04:21.687,CUST142,list/blog/explore,purchase
2022-12-01 10:50:08.202,CUST157,wp-content/explore/list,click
2022-12-01 19:35:54.718,CUST175,category/list/posts,click
2022-12-02 04:21:41.233,CUST186,search,add_to_cart
2022-12-02 13:07:27.749,CUST159,search/posts/list,view
2022-12-02 21:53:14.264,CUST176,list,purchase
2022-12-03 06:39:00.780,CUST161,tags/category,click
2022-12-03 15:24:47.295,CUST132,tags/tags,view
2022-12-04 00:10:33.811,CUST116,tag/tags,view
2022-12-04 08:56:20.326,CUST140,category/main,click
2022-12-04 17:42:06.842,CUST195,category/tag/tag,view
2022-12-05 02:27:53.357,CUST136,blog/search/category,purchase
2022-12-05 11:13:39.873,CUST148,tags,purchase
2022-12-05 19:59:26.388,CUST197,explore,view
2022-12-06 04:45:12.904,CUST132,search,view
2022-12-06 13:30:59.419,CUST148,main,add_to_cart
2022-12-06 22:16:45.935,CUST186,app/blog/app,purchase
2022-12-07 07:02:32.450,CUST190,app/main/list,add_to_cart
2022-12-07 15:48:18.966,CUST192,categories,click
2022-12-08 00:34:05.481,CUST170,search/list,click
2022-12-08 09:19:51.997,CUST194,wp-content/posts/category,view
2022-12-08 18:05:38.512,CUST168,list/posts/tag,add_to_cart
2022-12-09 02:51:25.028,CUST171,tag/blog/list,purchase
2022-12-09 11:37:11.543,CUST173,category,view
2022-12-09 20:22:58.059,CUST187,category/posts/list,add_to_cart
2022-12-10 05:08:44.574,CUST131,tag/app,add_to_cart
2022-12-10 13:54:31.090,CUST124,posts/search/app,purchase
2022-12-10 22:40:17.605,CUST117,tags/blog/explore,click
2022-12-11 07:26:04.121,CUST157,tag/main/posts,click
2022-12-11 16:11:50.636,CUST199,posts,purchase
2022-12-12 00:57:37.152,CUST174,blog/explore/wp-content,purchase
2022-12-12 09:43:23.667,CUST195,tag/app/search,purchase
2022-12-12 18:29:10.183,CUST118,categories/wp-content,click
2022-12-13 03:14:56.698,CUST180,posts,view
2022-12-13 12:00:43.214,CUST192,tag/tag/blog,view
2022-12-13 20:46:29.729,CUST179,tags/search/wp-content,purchase
2022-12-14 05:32:16.245,CUST180,wp-content/category/category,purchase
2022-12-14 14:18:02.760,CUST109,wp-content/wp-content/wp-content,view
2022-12-14 23:03:49.276,CUST156,posts/blog/search,add_to_cart
2022-12-15 07:49:35.791,CUST184,tags,click
2022-12-15 16:35:22.307,CUST171,search/explore/blog,add_to_cart
